antecedent,consequent,support,confidence,lift,segment
"Banana, Organic Raspberries",Organic Strawberries,0.005416140097490522,0.29411764705882354,1.6210125841381329,High_Check
"Organic Baby Spinach, Organic Hass Avocado",Organic Raspberries,0.005080855234312537,0.17341549295774647,1.8589546332459783,High_Check
"Organic Baby Spinach, Organic Raspberries",Organic Hass Avocado,0.005080855234312537,0.2822349570200573,2.119112313814617,High_Check
"Bag of Organic Bananas, Organic Baby Spinach",Organic Raspberries,0.007247311273308746,0.16490610328638497,1.7677368932051436,High_Check
"Organic Baby Spinach, Organic Raspberries",Bag of Organic Bananas,0.007247311273308746,0.4025787965616046,1.955058577039466,High_Check
"Organic Baby Spinach, Organic Strawberries",Organic Raspberries,0.006189874397132025,0.16574585635359115,1.7767387581967902,High_Check
"Organic Baby Spinach, Organic Raspberries",Organic Strawberries,0.006189874397132025,0.34383954154727797,1.8950519608262415,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Raspberries,0.009878007892089856,0.22662721893491125,2.4293660933821712,High_Check
"Organic Hass Avocado, Organic Raspberries",Bag of Organic Bananas,0.009878007892089856,0.4699386503067485,2.282180772588121,High_Check
"Bag of Organic Bananas, Organic Raspberries",Organic Hass Avocado,0.009878007892089856,0.30205047318611983,2.2678936864534127,High_Check
"Organic Hass Avocado, Organic Strawberries",Organic Raspberries,0.006860444123487994,0.2083007047768207,2.2329121444046636,High_Check
"Organic Hass Avocado, Organic Raspberries",Organic Strawberries,0.006860444123487994,0.3263803680981595,1.7988267252693586,High_Check
"Organic Raspberries, Organic Strawberries",Organic Hass Avocado,0.006860444123487994,0.2389937106918239,1.794442901753309,High_Check
"Bag of Organic Bananas, Organic Strawberries",Organic Raspberries,0.011193356201480412,0.2289029535864979,2.453761188667206,High_Check
"Organic Raspberries, Organic Strawberries",Bag of Organic Bananas,0.011193356201480412,0.38993710691823896,1.8936662633442984,High_Check
"Bag of Organic Bananas, Organic Raspberries",Organic Strawberries,0.011193356201480412,0.3422712933753943,1.8864086507525462,High_Check
Organic Whole Milk,Organic Strawberries,0.0211745286668558,0.2406213364595545,1.32617072900445,High_Check
"Banana, Organic Whole Milk",Organic Strawberries,0.006293038970417559,0.2726256983240224,1.5025609383251344,High_Check
"Organic Strawberries, Organic Whole Milk",Bag of Organic Bananas,0.005983545250560957,0.28258221680876977,1.372314665872549,High_Check
"Bag of Organic Bananas, Organic Whole Milk",Organic Strawberries,0.005983545250560957,0.27488151658767773,1.5149937516210417,High_Check
Organic Zucchini,Organic Yellow Onion,0.013179274237226936,0.1548015752802181,1.7267323010183822,High_Check
Organic Zucchini,Organic Baby Spinach,0.02447579501199288,0.28748863980611933,1.505306823930137,High_Check
Organic Zucchini,Large Lemon,0.015938926572614965,0.18721599515298395,1.3921990372203006,High_Check
Organic Zucchini,Limes,0.01320506538054832,0.1551045137837019,1.3346354445040998,High_Check
"Bag of Organic Bananas, Organic Zucchini",Organic Baby Spinach,0.006318830113738942,0.2895981087470449,1.516352122950597,High_Check
"Organic Hass Avocado, Organic Zucchini",Bag of Organic Bananas,0.005467722384133289,0.381981981981982,1.855033490404232,High_Check
"Bag of Organic Bananas, Organic Zucchini",Organic Hass Avocado,0.005467722384133289,0.25059101654846333,1.8815192650336112,High_Check
"Large Lemon, Organic Baby Spinach",Organic Zucchini,0.005055064090991154,0.16456759026028547,1.9329836949900177,High_Check
"Organic Baby Spinach, Organic Zucchini",Large Lemon,0.005055064090991154,0.2065331928345627,1.5358480026418297,High_Check
"Large Lemon, Organic Zucchini",Organic Baby Spinach,0.005055064090991154,0.3171521035598705,1.6606264026099742,High_Check
"Banana, Organic Zucchini",Organic Baby Spinach,0.00569984267402574,0.2892670157068063,1.5146185010128292,High_Check
"Organic Strawberries, Organic Zucchini",Organic Baby Spinach,0.00502927294766977,0.2981651376146789,1.5612095720099857,High_Check
"Organic Strawberries, Organic Zucchini",Bag of Organic Bananas,0.005364557810847755,0.3180428134556575,1.5445232973592444,High_Check
"Bag of Organic Bananas, Organic Zucchini",Organic Strawberries,0.005364557810847755,0.2458628841607565,1.3550592192700799,High_Check
Organic Blueberries,Bag of Organic Bananas,0.020091300647357698,0.2707681612791102,1.3149416229051778,High_Check
Organic Blueberries,Organic Raspberries,0.013256647667191087,0.1786583246437261,1.9151559915430447,High_Check
Organic Blueberries,Organic Strawberries,0.022567250406210507,0.3041362530413625,1.6762295578070714,High_Check
"Organic Blueberries, Organic Strawberries",Bag of Organic Bananas,0.0069893998400949115,0.3097142857142857,1.5040771543086173,High_Check
"Bag of Organic Bananas, Organic Blueberries",Organic Strawberries,0.0069893998400949115,0.34788189987163026,1.9173311874517014,High_Check
"Bag of Organic Bananas, Organic Blueberries",Organic Raspberries,0.005055064090991154,0.251604621309371,2.6971152839447723,High_Check
"Organic Blueberries, Organic Raspberries",Bag of Organic Bananas,0.005055064090991154,0.38132295719844356,1.8518330435189445,High_Check
"Bag of Organic Bananas, Organic Raspberries",Organic Blueberries,0.005055064090991154,0.15457413249211355,2.083177907235564,High_Check
"Organic Baby Spinach, Organic Blueberries",Organic Strawberries,0.005080855234312537,0.328881469115192,1.8126114004269138,High_Check
"Organic Blueberries, Organic Hass Avocado",Bag of Organic Bananas,0.0052871843808836045,0.43157894736842106,2.0958931019934606,High_Check
"Bag of Organic Bananas, Organic Blueberries",Organic Hass Avocado,0.0052871843808836045,0.2631578947368421,1.975875494312854,High_Check
Grated Parmesan,Organic Garlic,0.00585458953395404,0.157202216066482,1.6171932935913256,High_Check
Grated Parmesan,Large Lemon,0.0066283238335955435,0.17797783933518005,1.3235011055893626,High_Check
Organic Whole Strawberries,Bag of Organic Bananas,0.009387976168983571,0.29402261712439415,1.4278731129464097,High_Check
Organic Whole Strawberries,Organic Raspberries,0.006318830113738942,0.19789983844911146,2.121418423054299,High_Check
Organic Whole Strawberries,Organic Hass Avocado,0.00667990612023831,0.20920840064620355,1.5708050577566324,High_Check
Organic Whole Strawberries,Organic Baby Spinach,0.008743197585948985,0.2738287560581583,1.4337828978586054,High_Check
Cucumber Kirby,Banana,0.030510922549196604,0.35493549354935494,1.3931882862309313,High_Check
Cucumber Kirby,Organic Baby Spinach,0.021638769246640703,0.25172517251725174,1.3180472807577854,High_Check
Cucumber Kirby,Organic Avocado,0.019988136074072165,0.23252325232523255,1.5231667616837714,High_Check
Cucumber Kirby,Large Lemon,0.01867278776468161,0.21722172217221725,1.6153313835411163,High_Check
Cucumber Kirby,Limes,0.014520413689938875,0.1689168916891689,1.4534874925575112,High_Check
"Cucumber Kirby, Organic Baby Spinach",Banana,0.007892089856343331,0.36471990464839094,1.4315939322668618,High_Check
"Banana, Organic Baby Spinach",Cucumber Kirby,0.007892089856343331,0.1548582995951417,1.8014764027009988,High_Check
"Banana, Cucumber Kirby",Organic Baby Spinach,0.007892089856343331,0.2586644125105663,1.3543815349456025,High_Check
"Cucumber Kirby, Strawberries",Banana,0.005957754107239574,0.44508670520231214,1.7470486759272372,High_Check
"Banana, Cucumber Kirby",Strawberries,0.005957754107239574,0.19526627218934914,1.4002328780465385,High_Check
"Cucumber Kirby, Organic Avocado",Banana,0.008614241869342069,0.4309677419354839,1.6916291008366588,High_Check
"Banana, Organic Avocado",Cucumber Kirby,0.008614241869342069,0.16783919597989952,1.952483992117805,High_Check
"Banana, Cucumber Kirby",Organic Avocado,0.008614241869342069,0.2823330515638208,1.849450820794733,High_Check
"Cucumber Kirby, Organic Baby Spinach",Organic Avocado,0.005493513527454672,0.25387365911799764,1.6630247313705226,High_Check
"Cucumber Kirby, Organic Avocado",Organic Baby Spinach,0.005493513527454672,0.27483870967741936,1.4390710722920432,High_Check
"Cucumber Kirby, Large Lemon",Banana,0.006808861836845227,0.3646408839779005,1.4312837613358105,High_Check
"Banana, Large Lemon",Cucumber Kirby,0.006808861836845227,0.16933932007697242,1.969935030706406,High_Check
"Banana, Cucumber Kirby",Large Lemon,0.006808861836845227,0.2231614539306847,1.6595011609617258,High_Check
"Cucumber Kirby, Organic Avocado",Large Lemon,0.005545095814097439,0.27741935483870966,2.0629805610205776,High_Check
"Large Lemon, Organic Avocado",Cucumber Kirby,0.005545095814097439,0.18006700167504186,2.094730829866906,High_Check
"Cucumber Kirby, Large Lemon",Organic Avocado,0.005545095814097439,0.2969613259668508,1.9452747916392479,High_Check
"Large Lemon, Organic Baby Spinach",Cucumber Kirby,0.0057772161039898896,0.18807724601175482,2.1879145093350645,High_Check
"Cucumber Kirby, Organic Baby Spinach",Large Lemon,0.0057772161039898896,0.266984505363528,1.9853836260951425,High_Check
"Cucumber Kirby, Large Lemon",Organic Baby Spinach,0.0057772161039898896,0.30939226519337015,1.619995448797102,High_Check
"Cucumber Kirby, Large Lemon",Limes,0.005132437520955304,0.27486187845303867,2.365117535121986,High_Check
"Large Lemon, Limes",Cucumber Kirby,0.005132437520955304,0.1558339859044636,1.8128266233044605,High_Check
"Cucumber Kirby, Limes",Large Lemon,0.005132437520955304,0.3534635879218473,2.6284702137502465,High_Check
"Cucumber Kirby, Limes",Banana,0.005493513527454672,0.37833037300177624,1.48501756958877,High_Check
"Banana, Cucumber Kirby",Limes,0.005493513527454672,0.18005071851225699,1.5492912802653662,High_Check
"Banana, Limes",Cucumber Kirby,0.005493513527454672,0.16511627906976745,1.9208081273243605,High_Check
"Cucumber Kirby, Organic Strawberries",Banana,0.005519304670776055,0.40225563909774437,1.5789287198559265,High_Check
Apple Honeycrisp Organic,Organic Raspberries,0.010780697908338277,0.17482225010455876,1.8740345875875193,High_Check
Apple Honeycrisp Organic,Bag of Organic Bananas,0.020607123513785366,0.3341698034295274,1.622841406359352,High_Check
Apple Honeycrisp Organic,Organic Hass Avocado,0.012895571660691718,0.20911752404851525,1.5701227265555928,High_Check
"Apple Honeycrisp Organic, Organic Baby Spinach",Bag of Organic Bananas,0.005055064090991154,0.35507246376811596,1.7243517832766984,High_Check
"Apple Honeycrisp Organic, Bag of Organic Bananas",Organic Raspberries,0.005080855234312537,0.24655819774718396,2.6430193534010407,High_Check
"Apple Honeycrisp Organic, Organic Raspberries",Bag of Organic Bananas,0.005080855234312537,0.4712918660287081,2.2887524450815504,High_Check
"Bag of Organic Bananas, Organic Raspberries",Apple Honeycrisp Organic,0.005080855234312537,0.15536277602523657,2.5193981241432444,High_Check
"Apple Honeycrisp Organic, Organic Hass Avocado",Bag of Organic Bananas,0.006060918680525108,0.47000000000000003,2.2824787074148296,High_Check
"Apple Honeycrisp Organic, Bag of Organic Bananas",Organic Hass Avocado,0.006060918680525108,0.29411764705882354,2.208331434820249,High_Check
Organic Large Extra Fancy Fuji Apple,Organic Raspberries,0.007221520129987362,0.15478164731896077,1.6592061961565014,High_Check
Organic Large Extra Fancy Fuji Apple,Bag of Organic Bananas,0.015964717715936348,0.34217799889441686,1.6617319077070674,High_Check
Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,0.010548577618445826,0.22609176340519627,1.6975708641575666,High_Check
Organic Large Extra Fancy Fuji Apple,Organic Strawberries,0.01139968534805148,0.24433388612493093,1.3466322340756143,High_Check
Organic Grade A Free Range Large Brown Eggs,Organic Hass Avocado,0.00884636215923452,0.22655217965653898,1.7010278198727702,High_Check
Organic Broccoli,Organic Baby Spinach,0.008794779872591751,0.25794251134644475,1.350601619505159,High_Check
Organic Broccoli,Organic Raspberries,0.005158228664276687,0.15128593040847202,1.6217333092971207,High_Check
Organic Broccoli,Organic Strawberries,0.008382121579449618,0.24583963691376706,1.3549310933983638,High_Check
Organic Broccoli,Bag of Organic Bananas,0.010548577618445826,0.3093797276853253,1.5024524275479856,High_Check
Organic Broccoli,Organic Hass Avocado,0.006447785830345859,0.18910741301059,1.4198802720099934,High_Check
Organic Small Bunch Celery,Organic Yellow Onion,0.011244938488123178,0.18273260687342832,2.0382886554382726,High_Check
Organic Small Bunch Celery,Organic Baby Spinach,0.015732597426043896,0.2556580050293378,1.3386398148551673,High_Check
Organic Small Bunch Celery,Organic Garlic,0.011167565058159029,0.1814752724224644,1.866898577244949,High_Check
Organic Small Bunch Celery,Organic Hass Avocado,0.011657596781265314,0.18943839061190276,1.4223653600300747,High_Check
Organic Small Bunch Celery,Limes,0.009362185025662188,0.15213746856663873,1.3091047644772045,High_Check
Organic Lemon,Organic Yellow Onion,0.010780697908338277,0.17825159914712155,1.9883053088985454,High_Check
Organic Lemon,Bag of Organic Bananas,0.019420730921001727,0.32110874200426437,1.5594124816797774,High_Check
Organic Lemon,Limes,0.0124571222242282,0.20597014925373133,1.7723214818053539,High_Check
Organic Lemon,Organic Strawberries,0.01462357826322441,0.24179104477611943,1.3326175094675876,High_Check
Organic Lemon,Organic Hass Avocado,0.01658370515564955,0.2742004264392324,2.0587864318993723,High_Check
Organic Lemon,Organic Garlic,0.011580223351301162,0.19147121535181236,1.9697302819941154,High_Check
Organic Lemon,Organic Raspberries,0.009259020452376653,0.153091684434968,1.6410903734025477,High_Check
"Organic Hass Avocado, Organic Strawberries",Organic Lemon,0.00502927294766977,0.15270164447924825,2.5248191306583765,High_Check
"Organic Hass Avocado, Organic Lemon",Organic Strawberries,0.00502927294766977,0.3032659409020218,1.6714328822450732,High_Check
"Organic Lemon, Organic Strawberries",Organic Hass Avocado,0.00502927294766977,0.3439153439153439,2.58222882060992,High_Check
"Organic Lemon, Organic Strawberries",Bag of Organic Bananas,0.005880380677275423,0.4021164021164021,1.952813033474356,High_Check
"Bag of Organic Bananas, Organic Lemon",Organic Strawberries,0.005880380677275423,0.30278884462151395,1.6688033933916078,High_Check
"Organic Hass Avocado, Organic Lemon",Bag of Organic Bananas,0.007221520129987362,0.4354587869362364,2.1147349130609587,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Lemon,0.007221520129987362,0.16568047337278108,2.739415349289058,High_Check
"Bag of Organic Bananas, Organic Lemon",Organic Hass Avocado,0.007221520129987362,0.37184594953519257,2.7919409375151085,High_Check
"Organic Baby Spinach, Organic Lemon",Bag of Organic Bananas,0.005209810950919454,0.3594306049822064,1.7455163886491845,High_Check
"Bag of Organic Bananas, Organic Lemon",Organic Baby Spinach,0.005209810950919454,0.2682602921646746,1.4046261050777755,High_Check
No Salt Added Black Beans,Banana,0.009955381322054006,0.33448873483535524,1.3129309289098228,High_Check
No Salt Added Black Beans,Organic Baby Spinach,0.008640033012663452,0.2902946273830156,1.5199991340339856,High_Check
No Salt Added Black Beans,Organic Avocado,0.00817579243287855,0.27469670710571925,1.7994281845936904,High_Check
No Salt Added Black Beans,Limes,0.006318830113738942,0.21230502599653378,1.8268315075374177,High_Check
Honeycrisp Apple,Banana,0.02357310499574446,0.3614076710162119,1.4185927949292958,High_Check
Honeycrisp Apple,Strawberries,0.012405539937585433,0.19019375247133252,1.3638583992178612,High_Check
"Honeycrisp Apple, Strawberries",Banana,0.005674051530704356,0.45738045738045735,1.795303955660303,High_Check
"Banana, Honeycrisp Apple",Strawberries,0.005674051530704356,0.24070021881838075,1.726034692850948,High_Check
"Honeycrisp Apple, Organic Avocado",Banana,0.005184019807598071,0.4044265593561368,1.5874499884506472,High_Check
"Banana, Honeycrisp Apple",Organic Avocado,0.005184019807598071,0.21991247264770242,1.4405585913109253,High_Check
Organic Garlic,Large Lemon,0.01777009774843319,0.18280711063942692,1.3594131378639243,High_Check
Organic Garlic,Organic Baby Spinach,0.02545585845820545,0.2618731759087291,1.3711828020944163,High_Check
Limes,Organic Garlic,0.02003971836071493,0.17243675099866845,1.7739161969942616,High_Check
Organic Garlic,Limes,0.02003971836071493,0.20615547890687186,1.7739161969942616,High_Check
Organic Garlic,Organic Hass Avocado,0.01802800918164702,0.185460334306182,1.3924968129460873,High_Check
"Banana, Organic Garlic",Organic Baby Spinach,0.006421994687024476,0.3051470588235294,1.5977673074631606,High_Check
"Organic Avocado, Organic Garlic",Banana,0.006370412400381709,0.34257975034674065,1.344689680116843,High_Check
"Banana, Organic Garlic",Organic Avocado,0.006370412400381709,0.3026960784313726,1.9828408597769236,High_Check
"Organic Avocado, Organic Baby Spinach",Organic Garlic,0.006060918680525108,0.15122265122265122,1.5556794523363906,High_Check
"Organic Baby Spinach, Organic Garlic",Organic Avocado,0.006060918680525108,0.2380952380952381,1.5596666103508479,High_Check
"Organic Avocado, Organic Garlic",Organic Baby Spinach,0.006060918680525108,0.32593619972260746,1.7066204283382387,High_Check
"Limes, Organic Avocado",Organic Garlic,0.005158228664276687,0.1801801801801802,1.8535755176774018,High_Check
"Organic Avocado, Organic Garlic",Limes,0.005158228664276687,0.27739251040221913,2.386892988421048,High_Check
"Limes, Organic Garlic",Organic Avocado,0.005158228664276687,0.2574002574002574,1.6861260652441596,High_Check
"Large Lemon, Limes",Organic Garlic,0.0057772161039898896,0.1754111198120595,1.8045145525266606,High_Check
"Large Lemon, Organic Garlic",Limes,0.0057772161039898896,0.3251088534107402,2.797480153860326,High_Check
"Limes, Organic Garlic",Large Lemon,0.0057772161039898896,0.28828828828828823,2.143805485577637,High_Check
"Banana, Organic Garlic",Large Lemon,0.005106646377633921,0.24264705882352944,1.804402457185406,High_Check
"Organic Garlic, Organic Strawberries",Organic Baby Spinach,0.005261393237562221,0.28451882845188287,1.4897567232363071,High_Check
"Organic Garlic, Organic Strawberries",Bag of Organic Bananas,0.0056482603873829725,0.3054393305439331,1.4833165284543985,High_Check
"Bag of Organic Bananas, Organic Garlic",Organic Strawberries,0.0056482603873829725,0.26071428571428573,1.436911869225302,High_Check
"Bag of Organic Bananas, Organic Garlic",Organic Baby Spinach,0.005931962963918191,0.27380952380952384,1.4336821967139322,High_Check
"Limes, Organic Baby Spinach",Organic Garlic,0.005622469244061589,0.204311152764761,2.1018191366803074,High_Check
"Organic Baby Spinach, Organic Garlic",Limes,0.005622469244061589,0.220871327254306,1.9005423816314262,High_Check
"Limes, Organic Garlic",Organic Baby Spinach,0.005622469244061589,0.2805662805662805,1.4690609583249687,High_Check
"Banana, Limes",Organic Garlic,0.005441931240811905,0.1635658914728682,1.68265861238459,High_Check
"Banana, Organic Garlic",Limes,0.005441931240811905,0.258578431372549,2.2250025565041813,High_Check
"Organic Garlic, Organic Hass Avocado",Bag of Organic Bananas,0.005828798390632657,0.32331902718168815,1.5701463728601697,High_Check
"Bag of Organic Bananas, Organic Garlic",Organic Hass Avocado,0.005828798390632657,0.2690476190476191,2.0200974696617613,High_Check
Asparagus,Organic Avocado,0.015784179712686662,0.20958904109589038,1.3729339230293898,High_Check
Asparagus,Large Lemon,0.014288293400046424,0.18972602739726027,1.4108644534472523,High_Check
"Asparagus, Organic Avocado",Banana,0.005828798390632657,0.369281045751634,1.4494972653298346,High_Check
"Asparagus, Banana",Organic Avocado,0.005828798390632657,0.2993377483443709,1.960841783503344,High_Check
"Asparagus, Banana",Organic Baby Spinach,0.005906171820596807,0.3033112582781457,1.5881549516838005,High_Check
Boneless Skinless Chicken Breasts,Banana,0.016300002579114334,0.3340380549682876,1.3111619260260594,High_Check
Red Vine Tomato,Organic Avocado,0.009001109019162819,0.21543209876543207,1.411209455217452,High_Check
Red Vine Tomato,Limes,0.007015190983416295,0.1679012345679012,1.4447480177321868,High_Check
Red Vine Tomato,Large Lemon,0.009052691305805586,0.21666666666666662,1.611203810254443,High_Check
Red Vine Tomato,Cucumber Kirby,0.006344621257060325,0.15185185185185182,1.7665022057761328,High_Check
Small Hass Avocado,Large Lemon,0.007634178423129498,0.19999999999999998,1.487265055619486,High_Check
Small Hass Avocado,Limes,0.00652515926031001,0.17094594594594595,1.4709469955974617,High_Check
Shredded Parmesan,Organic Avocado,0.006035127537203725,0.20401046207497822,1.336390884614484,High_Check
Organic Red Onion,Limes,0.012740824800763419,0.219360568383659,1.8875426804126965,High_Check
Organic Red Onion,Organic Baby Spinach,0.015397312562865912,0.26509769094138547,1.3880665456948464,High_Check
Organic Red Onion,Organic Zucchini,0.009413767312304954,0.16207815275310836,1.9037431737946895,High_Check
Organic Red Onion,Organic Garlic,0.011425476491372863,0.19671403197158083,2.023664940736032,High_Check
Organic Red Onion,Large Lemon,0.011322311918087328,0.19493783303730017,1.4496211354728117,High_Check
Carrots,Limes,0.009929590178732623,0.1715686274509804,1.4763050137942437,High_Check
Carrots,Organic Baby Spinach,0.014417249116653342,0.24910873440285206,1.3043474623905176,High_Check
Carrots,Large Lemon,0.010471204188481676,0.18092691622103388,1.3454314005826902,High_Check
Carrots,Organic Yellow Onion,0.009104273592448354,0.1573083778966132,1.7546944005136316,High_Check
Carrots,Organic Garlic,0.009749052175482938,0.16844919786096255,1.7328948656574956,High_Check
Bunched Cilantro,Limes,0.011141773914837646,0.34838709677419355,2.997783600360809,High_Check
Bunched Cilantro,Organic Avocado,0.007015190983416295,0.2193548387096774,1.4369057545683936,High_Check
Bunched Cilantro,Organic Garlic,0.00502927294766977,0.15725806451612903,1.6177678258115868,High_Check
Bunched Cilantro,Large Lemon,0.0079436721429861,0.24838709677419357,1.8470872464951684,High_Check
Bunched Cilantro,Cucumber Kirby,0.005570886957418823,0.17419354838709677,2.026404575941465,High_Check
Organic Cucumber,Bag of Organic Bananas,0.019678642354215563,0.3049560351718625,1.4809694829306894,High_Check
Organic Cucumber,Organic Strawberries,0.017512186315219353,0.2713828936850519,1.4957112916631865,High_Check
Organic Cucumber,Organic Hass Avocado,0.015835761999329432,0.24540367705835334,1.8425710245126905,High_Check
"Organic Baby Spinach, Organic Cucumber",Bag of Organic Bananas,0.005209810950919454,0.3470790378006873,1.6855330075959478,High_Check
"Bag of Organic Bananas, Organic Cucumber",Organic Baby Spinach,0.005209810950919454,0.26474442988204455,1.3862168507517236,High_Check
"Organic Cucumber, Organic Strawberries",Bag of Organic Bananas,0.006473576973667242,0.369661266568483,1.7951999359543829,High_Check
"Bag of Organic Bananas, Organic Cucumber",Organic Strawberries,0.006473576973667242,0.3289646133682831,1.813069645220816,High_Check
"Organic Cucumber, Organic Hass Avocado",Bag of Organic Bananas,0.006576741546952776,0.4153094462540716,2.016882910772685,High_Check
"Bag of Organic Bananas, Organic Hass Avocado",Organic Cucumber,0.006576741546952776,0.15088757396449703,2.338274942176436,High_Check
"Bag of Organic Bananas, Organic Cucumber",Organic Hass Avocado,0.006576741546952776,0.33420707732634336,2.509335981637163,High_Check
Organic Tomato Cluster,Organic Hass Avocado,0.012147628504371599,0.23920771965464702,1.79604975100109,High_Check
Organic Tomato Cluster,Organic Strawberries,0.012096046217728832,0.23819197562214323,1.3127814457423397,High_Check
Organic Fuji Apple,Banana,0.021122946380213035,0.3667711598746082,1.4396454931988443,High_Check
Organic Fuji Apple,Organic Avocado,0.012096046217728832,0.21003134796238246,1.3758312982844156,High_Check
Organic Fuji Apple,Large Lemon,0.010213292755267842,0.17733990147783255,1.318757192174914,High_Check
"Organic Avocado, Organic Fuji Apple",Banana,0.005184019807598071,0.42857142857142855,1.6822231220894917,High_Check
"Banana, Organic Fuji Apple",Organic Avocado,0.005184019807598071,0.2454212454212454,1.6076563522077967,High_Check
Organic Black Beans,Organic Garlic,0.005390348954169138,0.1500358937544867,1.5434708698707118,High_Check
Organic Black Beans,Organic Hass Avocado,0.007402058133237047,0.20603015075376885,1.5469417186630285,High_Check
Organic Black Beans,Organic Yellow Onion,0.005803007247311274,0.1615218951902369,1.8016940282540437,High_Check
Organic Black Beans,Limes,0.006886235266809378,0.1916726489590811,1.649295077250433,High_Check
Extra Virgin Olive Oil,Large Lemon,0.006138292110489258,0.17734724292101342,1.3188117855344177,High_Check
Extra Virgin Olive Oil,Limes,0.005751424960668506,0.1661698956780924,1.4298502807649083,High_Check
Organic Reduced Fat Milk,Organic Strawberries,0.0079436721429861,0.2592592592592593,1.4288925741662062,High_Check
Green Bell Pepper,Organic Baby Spinach,0.011193356201480412,0.25350467289719625,1.3273648456776488,High_Check
Green Bell Pepper,Organic Yellow Onion,0.008407912722771001,0.19042056074766356,2.1240438440360068,High_Check
Green Bell Pepper,Limes,0.008072627859593015,0.18282710280373832,1.5731813708409554,High_Check
Green Bell Pepper,Organic Garlic,0.006963608696773528,0.15771028037383178,1.6224199259577023,High_Check
Grape White/Green Seedless,Strawberries,0.006421994687024476,0.18499257057949478,1.3265612981466157,High_Check
Organic Peeled Whole Baby Carrots,Organic Strawberries,0.010084337038660924,0.24017199017199017,1.3236941826494064,High_Check
Organic Peeled Whole Baby Carrots,Organic Avocado,0.008768988729270368,0.20884520884520882,1.3680613756640112,High_Check
Raspberries,Strawberries,0.012792407087406185,0.3542857142857143,2.540543739596819,High_Check
Raspberries,Organic Blueberries,0.006215665540453408,0.17214285714285715,2.3199496002780675,High_Check
Organic Lacinato (Dinosaur) Kale,Organic Garlic,0.006550950403631393,0.20450885668276972,2.10385298491935,High_Check
Organic Lacinato (Dinosaur) Kale,Organic Baby Spinach,0.009052691305805586,0.2826086956521739,1.4797551595572906,High_Check
Organic Lacinato (Dinosaur) Kale,Bag of Organic Bananas,0.008872153302555903,0.27697262479871176,1.3450725928507579,High_Check
Organic Lacinato (Dinosaur) Kale,Organic Hass Avocado,0.006654114976916927,0.20772946859903382,1.5597007525155573,High_Check
Organic Lacinato (Dinosaur) Kale,Limes,0.005545095814097439,0.17310789049919484,1.4895499863127566,High_Check
Organic D'Anjou Pears,Organic Strawberries,0.009800634462125707,0.26334026334026334,1.4513847946683767,High_Check
Organic D'Anjou Pears,Bag of Organic Bananas,0.011554432207979779,0.31046431046431044,1.5077195277596078,High_Check
Organic D'Anjou Pears,Organic Hass Avocado,0.008717406442627602,0.23423423423423423,1.7587071967397296,High_Check
Organic D'Anjou Pears,Organic Raspberries,0.007247311273308746,0.19473319473319473,2.0874730880260324,High_Check
Organic Garnet Sweet Potato (Yam),Organic Baby Spinach,0.013488767957083538,0.3135491606714628,1.6417611892929949,High_Check
Organic Garnet Sweet Potato (Yam),Organic Avocado,0.00907848244912697,0.21103117505995206,1.3823807654332694,High_Check
Organic Garnet Sweet Potato (Yam),Organic Garlic,0.007556804993165347,0.17565947242206234,1.807069441289632,High_Check
Organic Garnet Sweet Potato (Yam),Organic Hass Avocado,0.007634178423129498,0.1774580335731415,1.3324129232632484,High_Check
Organic Garnet Sweet Potato (Yam),Organic Yellow Onion,0.00742784927655843,0.17266187050359713,1.9259547482842265,High_Check
Organic Garnet Sweet Potato (Yam),Large Lemon,0.008665824155984835,0.2014388489208633,1.4979648042210651,High_Check
Organic Garnet Sweet Potato (Yam),Limes,0.006937817553452144,0.16127098321342925,1.3876963675397898,High_Check
Organic Garnet Sweet Potato (Yam),Organic Zucchini,0.007556804993165347,0.17565947242206234,2.063267108215881,High_Check
Organic Blackberries,Organic Raspberries,0.006963608696773528,0.16906700062617408,1.8123402862257805,High_Check
Organic Blackberries,Organic Strawberries,0.00982642560544709,0.23857232310582344,1.3148777091374686,High_Check
Organic Blackberries,Strawberries,0.009387976168983571,0.2279273638071384,1.634441959847268,High_Check
100% Whole Wheat Bread,Strawberries,0.007840507569700565,0.2005277044854881,1.4379620281146346,High_Check
Red Onion,Banana,0.01072911562169551,0.3478260869565218,1.3652825338697328,High_Check
Red Onion,Large Lemon,0.006293038970417559,0.2040133779264214,1.5171098393442919,High_Check
Red Onion,Organic Avocado,0.007040982126737678,0.22826086956521738,1.4952455981841821,High_Check
Red Onion,Limes,0.00667990612023831,0.2165551839464883,1.863403050856012,High_Check
Red Onion,Cucumber Kirby,0.005158228664276687,0.16722408026755853,1.9453283120954237,High_Check
Organic Grape Tomatoes,Organic Avocado,0.015938926572614965,0.21049046321525888,1.378838778551315,High_Check
Organic Grape Tomatoes,Large Lemon,0.013411394527119386,0.1771117166212534,1.3170603353578556,High_Check
Organic Grape Tomatoes,Organic Baby Spinach,0.020581332370463983,0.27179836512261585,1.4231516557595116,High_Check
"Banana, Organic Grape Tomatoes",Organic Baby Spinach,0.005803007247311274,0.30120481927710846,1.577125517600449,High_Check
